index,ordernumber,employeeid,employeename,employee_job_title,orderdate,ordertype,customertype,custid,customername,prodcategory,prodnumber,prod_name,quantity,price,ordertotal
4572,1105995,900014621,Shantel Francis,Sales Associate II,4/30/2020,Retail,Individual,3996,Isaiah Arrol,Gift Basket,GB103,Lemon EVOO Gift Basket,3,$75.00 ,225.0
4573,1106002,900014621,Shantel Francis,Sales Associate II,5/1/2020,Retail,Individual,3295,Helaina Bambury,Bath products,BP501,Vanilla and Olive Bath Salts,1,$8.50 ,8.5
4574,1106108,900014621,Shantel Francis,Sales Associate II,5/15/2020,Retail,Individual,2307,Pace Grigoroni,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,2,$234.00 ,468.0
4575,1106106,900014621,Shantel Francis,Sales Associate II,5/15/2020,Retail,Individual,3725,Murdoch Panks,Olive Oil,OO304,Extra Virgin Olive Oil - Medium,2,$24.50 ,49.0
4576,1106148,900014621,Shantel Francis,Sales Associate II,5/19/2020,Retail,Individual,2633,Egbert Cole,Bath products,BP401,Assorted Olive Oil Bar Soap - 3 pk,4,$14.50 ,58.0
4577,1106179,900014621,Shantel Francis,Sales Associate II,5/24/2020,Wholesale,Business,3860,Corwin Group,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,8,$234.00 ,1872.0
4578,1106240,900014621,Shantel Francis,Sales Associate II,6/2/2020,Retail,Individual,2038,Riccardo McMurtyr,Bath products,BP300,Mandarin and Olive Body Soap,4,$7.45 ,29.8
4579,1106316,900014621,Shantel Francis,Sales Associate II,6/11/2020,Retail,Individual,3287,Clive Brushneen,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,3,$234.00 ,702.0
4580,1106430,900014621,Shantel Francis,Sales Associate II,6/28/2020,Retail,Individual,3570,Saundra Ambler,Bath products,BP102,Lavender and Olive Candle,2,$6.99 ,13.98
4581,1106438,900014621,Shantel Francis,Sales Associate II,6/29/2020,Wholesale,Business,1648,Bode Group,Gift Basket,GB300,Deluxe Bath Gift Basket,6,$115.00 ,690.0
4582,1106516,900014621,Shantel Francis,Sales Associate II,7/8/2020,Retail,Individual,4013,Raynard McFeat,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,1,$26.00 ,26.0
4583,1106529,900014621,Shantel Francis,Sales Associate II,7/10/2020,Retail,Individual,3407,Kenna Ashelford,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,4,$234.00 ,936.0
4584,1106615,900014621,Shantel Francis,Sales Associate II,7/20/2020,Retail,Individual,3973,Arlin Relf,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,3,$114.00 ,342.0
4585,1106643,900014621,Shantel Francis,Sales Associate II,7/24/2020,Retail,Individual,2037,Dalston Monahan,Gift Basket,GB106,Basil EVOO Gift Basket,4,$75.00 ,300.0
4586,1106665,900014621,Shantel Francis,Sales Associate II,7/27/2020,Retail,Individual,2037,Dalston Monahan,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,3,$45.00 ,135.0
4587,1106683,900014621,Shantel Francis,Sales Associate II,7/29/2020,Retail,Individual,2038,Riccardo McMurtyr,Gift Basket,GB100,Organic EVOO Gift Basket,3,$70.00 ,210.0
4588,1106706,900014621,Shantel Francis,Sales Associate II,8/1/2020,Retail,Individual,3337,Myrtia MacKowle,Gift Basket,GB104,Garlic EVOO Gift Basket,1,$75.00 ,75.0
4589,1106707,900014621,Shantel Francis,Sales Associate II,8/1/2020,Retail,Individual,4013,Raynard McFeat,Olive Oil,OO608,Rosemary Extra Virgin Olive Oil 6pk,4,$123.00 ,492.0
4590,1106746,900014621,Shantel Francis,Sales Associate II,8/7/2020,Retail,Individual,2891,Linoel Tommis,Bath products,BP401,Assorted Olive Oil Bar Soap - 3 pk,4,$14.50 ,58.0
4591,1106836,900014621,Shantel Francis,Sales Associate II,8/19/2020,Retail,Individual,2676,Wendye Bowstead,Olive Oil,OO207,Basil Extra Virgin Olive Oil 2pk,4,$45.00 ,180.0
4592,1106862,900014621,Shantel Francis,Sales Associate II,8/23/2020,Retail,Individual,3717,Bradley Simper,Olive Oil,OO603,Extra Virgin Olive Oil - Delicate 6pk,4,$114.00 ,456.0
4593,1106915,900014621,Shantel Francis,Sales Associate II,8/30/2020,Wholesale,Business,3058,King Group,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,7,$234.00 ,1638.0
4594,1106917,900014621,Shantel Francis,Sales Associate II,8/31/2020,Retail,Individual,3620,Flin Inkin,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,1,$24.50 ,24.5
4595,1106931,900014621,Shantel Francis,Sales Associate II,9/2/2020,Retail,Individual,1871,Franny McCarver,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,2,$234.00 ,468.0
4596,1106977,900014621,Shantel Francis,Sales Associate II,9/8/2020,Retail,Individual,2952,Joachim Carass,Bath products,BP305,Mandarin and Olive Oil Lotion,2,$9.99 ,19.98
4597,1106986,900014621,Shantel Francis,Sales Associate II,9/9/2020,Retail,Individual,1447,Baron Cusack,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,1,$123.00 ,123.0
4598,1106999,900014621,Shantel Francis,Sales Associate II,9/12/2020,Retail,Individual,1868,Cameron Filipiak,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,3,$17.50 ,52.5
4599,1107065,900014621,Shantel Francis,Sales Associate II,9/22/2020,Retail,Individual,1247,Bev Megainey,Bath products,BP503,Vanilla and Olive Oil Bar Soap,4,$5.99 ,23.96
4600,1107157,900014621,Shantel Francis,Sales Associate II,10/6/2020,Retail,Business,2935,Muller Group,Gift Basket,GB300,Deluxe Bath Gift Basket,4,$115.00 ,460.0
4601,1107178,900014621,Shantel Francis,Sales Associate II,10/9/2020,Retail,Individual,3733,Clement Milvarnie,Olive Oil,OO602,Extra Virgin Olive Oil - Medium 6pk,4,$114.00 ,456.0
4602,1107193,900014621,Shantel Francis,Sales Associate II,10/10/2020,Retail,Individual,3733,Clement Milvarnie,Gift Basket,GB303,Scented Olive Oil Lotion Gift Basket,4,$27.00 ,108.0
4603,1107222,900014621,Shantel Francis,Sales Associate II,10/14/2020,Retail,Individual,1893,Wren Rowlstone,Olive Oil,OO602,Extra Virgin Olive Oil - Medium 6pk,1,$114.00 ,114.0
4604,1107259,900014621,Shantel Francis,Sales Associate II,10/20/2020,Retail,Individual,1871,Franny McCarver,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,1,$14.50 ,14.5
4605,1107266,900014621,Shantel Francis,Sales Associate II,10/21/2020,Wholesale,Business,3058,King Group,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,11,$234.00 ,2574.0
4606,1107265,900014621,Shantel Francis,Sales Associate II,10/21/2020,Retail,Individual,3567,Andy Woodruff,Bath products,BP300,Mandarin and Olive Body Soap,2,$7.45 ,14.9
4607,1107282,900014621,Shantel Francis,Sales Associate II,10/23/2020,Retail,Individual,1507,Byran Bowering,Bath products,BP501,Vanilla and Olive Bath Salts,4,$8.50 ,34.0
4608,1107293,900014621,Shantel Francis,Sales Associate II,10/24/2020,Retail,Business,1462,Carroll Group,Bath products,BP102,Lavender and Olive Candle,1,$6.99 ,6.99
4609,1107348,900014621,Shantel Francis,Sales Associate II,11/2/2020,Retail,Individual,4054,Mead Whiteley,Bath products,BP103,Lavender and Olive Oil Bar Soap,1,$5.99 ,5.99
4610,1107430,900014621,Shantel Francis,Sales Associate II,11/14/2020,Retail,Individual,3906,Geneva Iacivelli,Olive Oil,OO121,Extra Virgin Olive Oil - Medium 12 pk,1,$19.50 ,19.5
4611,1107473,900014621,Shantel Francis,Sales Associate II,11/20/2020,Retail,Individual,1447,Baron Cusack,Bath products,BP504,Vanilla and Olive Oil Bar Soap 3pk,4,$14.50 ,58.0
4612,1107494,900014621,Shantel Francis,Sales Associate II,11/22/2020,Wholesale,Business,1648,Bode Group,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,5,$234.00 ,1170.0
4613,1107492,900014621,Shantel Francis,Sales Associate II,11/22/2020,Retail,Individual,1868,Cameron Filipiak,Gift Basket,GB300,Deluxe Bath Gift Basket,1,$115.00 ,115.0
4614,1107500,900014621,Shantel Francis,Sales Associate II,11/23/2020,Wholesale,Business,1648,Bode Group,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,4,$234.00 ,936.0
4615,1107506,900014621,Shantel Francis,Sales Associate II,11/24/2020,Retail,Individual,3065,Jehanna Brodnecke,Olive Oil,OO603,Extra Virgin Olive Oil - Delicate 6pk,3,$114.00 ,342.0
4616,1107508,900014621,Shantel Francis,Sales Associate II,11/24/2020,Retail,Individual,2395,Nixie Corday,Olive Oil,OO606,Basil Extra Virgin Olive Oil 6pk,4,$123.00 ,492.0
4617,1107516,900014621,Shantel Francis,Sales Associate II,11/25/2020,Retail,Individual,2952,Joachim Carass,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,3,$114.00 ,342.0
4618,1107549,900014621,Shantel Francis,Sales Associate II,11/29/2020,Retail,Individual,1139,Randee McCook,Olive Oil,OO608,Rosemary Extra Virgin Olive Oil 6pk,1,$123.00 ,123.0
4619,1107565,900014621,Shantel Francis,Sales Associate II,12/1/2020,Retail,Individual,3077,Romola O'Shiel,Olive Oil,OO602,Extra Virgin Olive Oil - Medium 6pk,2,$114.00 ,228.0
4620,1107590,900014621,Shantel Francis,Sales Associate II,12/5/2020,Wholesale,Business,1800,Wintheiser Inc,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,10,$234.00 ,2340.0
4621,1107605,900014621,Shantel Francis,Sales Associate II,12/7/2020,Retail,Individual,3077,Romola O'Shiel,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,1,$35.00 ,35.0
4622,1107635,900014621,Shantel Francis,Sales Associate II,12/10/2020,Retail,Individual,1507,Byran Bowering,Bath products,BP500,Vanilla and Olive Oil Body Soap,4,$7.45 ,29.8
4623,1107710,900014621,Shantel Francis,Sales Associate II,12/20/2020,Retail,Individual,1186,Candra Burgyn,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,2,$17.50 ,35.0
4624,1107737,900014621,Shantel Francis,Sales Associate II,12/25/2020,Retail,Individual,2509,Ethelind Geeve,Gift Basket,GB100,Organic EVOO Gift Basket,1,$70.00 ,70.0
4625,1107796,900014621,Shantel Francis,Sales Associate II,1/1/2021,Wholesale,Business,1205,Koelpin LLC,Olive Oil,OO301,Extra Virgin Olive Oil - Bold,10,$24.50 ,245.0
4626,1107806,900014621,Shantel Francis,Sales Associate II,1/2/2021,Retail,Individual,1893,Wren Rowlstone,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,1,$14.50 ,14.5
4627,1107818,900014621,Shantel Francis,Sales Associate II,1/4/2021,Retail,Individual,3959,Dorotea Robberts,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,3,$234.00 ,702.0
4628,1107904,900014621,Shantel Francis,Sales Associate II,1/17/2021,Retail,Individual,1457,Desiree Hennemann,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,4,$19.50 ,78.0
4629,1107944,900014621,Shantel Francis,Sales Associate II,1/24/2021,Wholesale,Business,2562,Topsy Turvy Cake Design,Bath products,BP401,Assorted Olive Oil Bar Soap - 3 pk,10,$14.50 ,145.0
4630,1107943,900014621,Shantel Francis,Sales Associate II,1/24/2021,Retail,Individual,1457,Desiree Hennemann,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,2,$19.50 ,39.0
4631,1107956,900014621,Shantel Francis,Sales Associate II,1/25/2021,Retail,Individual,1808,Elora Ponde,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,3,$30.00 ,90.0
4632,1102920,900015105,Sharla Sobie,Sales Representative,2/7/2019,Wholesale,Business,3183,Schimmel Group,Bath products,BP500,Vanilla and Olive Oil Body Soap,1,$7.45 ,7.45
4633,1102956,900015105,Sharla Sobie,Sales Representative,2/11/2019,Retail,Individual,2846,Frasquito Honatsch,Bath products,BP103,Lavender and Olive Oil Bar Soap,1,$5.99 ,5.99
4634,1103030,900015105,Sharla Sobie,Sales Representative,2/22/2019,Retail,Individual,1048,Lilly Burrill,Gift Basket,GB106,Basil EVOO Gift Basket,2,$75.00 ,150.0
4635,1103142,900015105,Sharla Sobie,Sales Representative,3/15/2019,Retail,Individual,1487,Maje Arens,Gift Basket,GB105,Chili EVOO Gift Basket,2,$75.00 ,150.0
4636,1103170,900015105,Sharla Sobie,Sales Representative,3/18/2019,Retail,Individual,3543,John Nowland,Bath products,BP502,Vanilla and Olive Oil Candle,1,$6.99 ,6.99
4637,1103194,900015105,Sharla Sobie,Sales Representative,3/21/2019,Retail,Individual,2371,Brig Rapper,Olive Oil,OO308,Basil Extra Virgin Olive Oil,3,$26.00 ,78.0
4638,1103233,900015105,Sharla Sobie,Sales Representative,3/26/2019,Retail,Individual,1193,Fairfax Manifould,Bath products,BP105,Lavender and Olive Oil Lotion,1,$9.99 ,9.99
4639,1103258,900015105,Sharla Sobie,Sales Representative,3/31/2019,Retail,Individual,3345,Ardene Davidi,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,3,$123.00 ,369.0
4640,1103338,900015105,Sharla Sobie,Sales Representative,4/10/2019,Retail,Individual,2216,Jared Rosgen,Olive Oil,OO603,Extra Virgin Olive Oil - Delicate 6pk,1,$114.00 ,114.0
4641,1103347,900015105,Sharla Sobie,Sales Representative,4/11/2019,Retail,Individual,1878,Jacquie Gethins,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,2,$123.00 ,246.0
4642,1103484,900015105,Sharla Sobie,Sales Representative,4/29/2019,Retail,Individual,3518,Rosita Baswall,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,4,$234.00 ,936.0
4643,1103533,900015105,Sharla Sobie,Sales Representative,5/5/2019,Retail,Individual,3610,Townsend Enoch,Bath products,BP103,Lavender and Olive Oil Bar Soap,1,$5.99 ,5.99
4644,1103552,900015105,Sharla Sobie,Sales Representative,5/8/2019,Retail,Individual,1490,Wendy Coit,Bath products,BP103,Lavender and Olive Oil Bar Soap,4,$5.99 ,23.96
4645,1103583,900015105,Sharla Sobie,Sales Representative,5/12/2019,Retail,Individual,2282,Johnette Linay,Bath products,BP305,Mandarin and Olive Oil Lotion,2,$9.99 ,19.98
4646,1103598,900015105,Sharla Sobie,Sales Representative,5/14/2019,Retail,Individual,1550,Giusto Dykes,Gift Basket,GB104,Garlic EVOO Gift Basket,4,$75.00 ,300.0
4647,1103634,900015105,Sharla Sobie,Sales Representative,5/20/2019,Retail,Individual,2894,Giff Deevey,Bath products,BP305,Mandarin and Olive Oil Lotion,2,$9.99 ,19.98
4648,1103787,900015105,Sharla Sobie,Sales Representative,6/13/2019,Retail,Individual,3291,Glenn Brundle,Olive Oil,OO607,Garlic Extra Virgin Olive Oil 6pk,4,$123.00 ,492.0
4649,1103805,900015105,Sharla Sobie,Sales Representative,6/16/2019,Retail,Individual,3076,Deina Kainz,Olive Oil,OO305,Extra Virgin Olive Oil - Trio 3pk,1,$70.00 ,70.0
4650,1103866,900015105,Sharla Sobie,Sales Representative,6/23/2019,Wholesale,Business,3627,Hansen LLC,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,5,$234.00 ,1170.0
4651,1103877,900015105,Sharla Sobie,Sales Representative,6/24/2019,Wholesale,Business,3627,Hansen LLC,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,5,$234.00 ,1170.0
4652,1103896,900015105,Sharla Sobie,Sales Representative,6/28/2019,Retail,Individual,3291,Glenn Brundle,Gift Basket,GB106,Basil EVOO Gift Basket,2,$75.00 ,150.0
4653,1103920,900015105,Sharla Sobie,Sales Representative,7/1/2019,Wholesale,Business,1674,Kuvalis LLC,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,3,$234.00 ,702.0
4654,1103927,900015105,Sharla Sobie,Sales Representative,7/2/2019,Retail,Individual,1878,Jacquie Gethins,Olive Oil,OO606,Basil Extra Virgin Olive Oil 6pk,2,$123.00 ,246.0
4655,1103939,900015105,Sharla Sobie,Sales Representative,7/3/2019,Retail,Individual,1786,Minny Possek,Bath products,BP504,Vanilla and Olive Oil Bar Soap 3pk,3,$14.50 ,43.5
4656,1104107,900015105,Sharla Sobie,Sales Representative,7/26/2019,Retail,Individual,3990,Regine Tobias,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,3,$114.00 ,342.0
4657,1104160,900015105,Sharla Sobie,Sales Representative,8/2/2019,Retail,Individual,4125,Robbert Jachtym,Bath products,BP104,Lavender and Olive Oil Bar Soap 3pk,3,$14.50 ,43.5
4658,1104164,900015105,Sharla Sobie,Sales Representative,8/3/2019,Retail,Individual,3291,Glenn Brundle,Gift Basket,GB101,Infused EVOO Gift Basket,3,$75.00 ,225.0
4659,1104171,900015105,Sharla Sobie,Sales Representative,8/5/2019,Retail,Individual,1266,Jamesy Tomowicz,Gift Basket,GB100,Organic EVOO Gift Basket,4,$70.00 ,280.0
4660,1104382,900015105,Sharla Sobie,Sales Representative,9/4/2019,Retail,Individual,1176,Connie Blatcher,Bath products,BP100,Lavender and Olive Body Soap,2,$7.45 ,14.9
4661,1104400,900015105,Sharla Sobie,Sales Representative,9/6/2019,Retail,Individual,3978,Spence Acton,Bath products,BP105,Lavender and Olive Oil Lotion,3,$9.99 ,29.97
4662,1104442,900015105,Sharla Sobie,Sales Representative,9/12/2019,Retail,Individual,1490,Wendy Coit,Olive Oil,OO201,Extra Virgin Olive Oil - Delicate 2pk,4,$45.00 ,180.0
4663,1104446,900015105,Sharla Sobie,Sales Representative,9/13/2019,Wholesale,Business,1832,Stark Inc,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,9,$234.00 ,2106.0
4664,1104467,900015105,Sharla Sobie,Sales Representative,9/17/2019,Wholesale,Business,1832,Stark Inc,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,10,$234.00 ,2340.0
4665,1104464,900015105,Sharla Sobie,Sales Representative,9/17/2019,Retail,Individual,3764,Vasily Ashford,Olive Oil,OO302,Chili Extra Virgin Olive Oil,1,$26.00 ,26.0
4666,1104590,900015105,Sharla Sobie,Sales Representative,10/6/2019,Retail,Individual,1048,Lilly Burrill,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,4,$234.00 ,936.0
4667,1104599,900015105,Sharla Sobie,Sales Representative,10/7/2019,Retail,Individual,3569,Jock Crat,Gift Basket,GB106,Basil EVOO Gift Basket,1,$75.00 ,75.0
4668,1104693,900015105,Sharla Sobie,Sales Representative,10/20/2019,Retail,Individual,1550,Giusto Dykes,Olive Oil,OO121,Extra Virgin Olive Oil - Medium 12 pk,1,$19.50 ,19.5
4669,1104745,900015105,Sharla Sobie,Sales Representative,10/27/2019,Retail,Individual,2191,Sal Locock,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,4,$234.00 ,936.0
4670,1104764,900015105,Sharla Sobie,Sales Representative,10/30/2019,Retail,Individual,3990,Regine Tobias,Olive Oil,OO601,Extra Virgin Olive Oil - Bold 6pk,2,$114.00 ,228.0
4671,1104791,900015105,Sharla Sobie,Sales Representative,11/4/2019,Retail,Individual,2894,Giff Deevey,Gift Basket,GB106,Basil EVOO Gift Basket,4,$75.00 ,300.0
4672,1104878,900015105,Sharla Sobie,Sales Representative,11/16/2019,Retail,Individual,2282,Johnette Linay,Olive Oil,OO603,Extra Virgin Olive Oil - Delicate 6pk,1,$114.00 ,114.0
4673,1104928,900015105,Sharla Sobie,Sales Representative,11/23/2019,Retail,Individual,2583,Ezmeralda Gert,Olive Oil,OO608,Rosemary Extra Virgin Olive Oil 6pk,4,$123.00 ,492.0
4674,1104985,900015105,Sharla Sobie,Sales Representative,12/1/2019,Retail,Individual,1266,Jamesy Tomowicz,Bath products,BP401,Assorted Olive Oil Bar Soap - 3 pk,4,$14.50 ,58.0
4675,1105108,900015105,Sharla Sobie,Sales Representative,12/20/2019,Retail,Individual,3425,Emelina Nestle,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,2,$234.00 ,468.0
4676,1105110,900015105,Sharla Sobie,Sales Representative,12/20/2019,Retail,Individual,2216,Jared Rosgen,Gift Basket,GB102,Rosmary EVOO Gift Basket,1,$75.00 ,75.0
4677,1105171,900015105,Sharla Sobie,Sales Representative,12/29/2019,Retail,Individual,3543,John Nowland,Gift Basket,GB300,Deluxe Bath Gift Basket,3,$115.00 ,345.0
4678,1105195,900015105,Sharla Sobie,Sales Representative,1/1/2020,Retail,Individual,1193,Fairfax Manifould,Bath products,BP301,Mandarin and Olive Bath Salts,3,$8.50 ,25.5
4679,1105192,900015105,Sharla Sobie,Sales Representative,1/1/2020,Retail,Individual,3927,Adel Duberry,Olive Oil,OO308,Basil Extra Virgin Olive Oil,1,$26.00 ,26.0
4680,1105230,900015105,Sharla Sobie,Sales Representative,1/6/2020,Retail,Individual,4088,Drona Levermore,Gift Basket,GB105,Chili EVOO Gift Basket,4,$75.00 ,300.0
4681,1105270,900015105,Sharla Sobie,Sales Representative,1/12/2020,Retail,Individual,2583,Ezmeralda Gert,Gift Basket,GB103,Lemon EVOO Gift Basket,3,$75.00 ,225.0
4682,1105313,900015105,Sharla Sobie,Sales Representative,1/19/2020,Retail,Individual,2191,Sal Locock,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,4,$26.00 ,104.0
4683,1105393,900015105,Sharla Sobie,Sales Representative,1/31/2020,Retail,Individual,3168,Perri Gard,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,3,$26.00 ,78.0
4684,1105440,900015105,Sharla Sobie,Sales Representative,2/6/2020,Wholesale,Business,1832,Stark Inc,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,4,$234.00 ,936.0
4685,1105450,900015105,Sharla Sobie,Sales Representative,2/8/2020,Retail,Individual,1908,Aaron McGookin,Olive Oil,OO304,Extra Virgin Olive Oil - Medium,3,$24.50 ,73.5
4686,1105587,900015105,Sharla Sobie,Sales Representative,2/28/2020,Wholesale,Business,3183,Schimmel Group,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,12,$234.00 ,2808.0
4687,1105592,900015105,Sharla Sobie,Sales Representative,2/29/2020,Retail,Individual,2846,Frasquito Honatsch,Olive Oil,OO201,Extra Virgin Olive Oil - Delicate 2pk,3,$45.00 ,135.0
4688,1105606,900015105,Sharla Sobie,Sales Representative,3/3/2020,Retail,Individual,1878,Jacquie Gethins,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,2,$30.00 ,60.0
4689,1105621,900015105,Sharla Sobie,Sales Representative,3/5/2020,Retail,Individual,3865,Aili Stockey,Gift Basket,GB106,Basil EVOO Gift Basket,4,$75.00 ,300.0
4690,1105861,900015105,Sharla Sobie,Sales Representative,4/6/2020,Retail,Individual,2583,Ezmeralda Gert,Olive Oil,OO603,Extra Virgin Olive Oil - Delicate 6pk,1,$114.00 ,114.0
4691,1105858,900015105,Sharla Sobie,Sales Representative,4/6/2020,Retail,Individual,2894,Giff Deevey,Gift Basket,GB104,Garlic EVOO Gift Basket,2,$75.00 ,150.0
4692,1105918,900015105,Sharla Sobie,Sales Representative,4/16/2020,Retail,Individual,3748,Else Stanyforth,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,2,$234.00 ,468.0
4693,1106173,900015105,Sharla Sobie,Sales Representative,5/23/2020,Retail,Individual,3429,Jolynn Ratter,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,2,$17.50 ,35.0
4694,1106285,900015105,Sharla Sobie,Sales Representative,6/8/2020,Retail,Individual,1285,Babara Abrahamsson,Olive Oil,OO302,Chili Extra Virgin Olive Oil,2,$26.00 ,52.0
4695,1106319,900015105,Sharla Sobie,Sales Representative,6/12/2020,Retail,Individual,1688,Claude Nisuis,Olive Oil,OO207,Basil Extra Virgin Olive Oil 2pk,1,$45.00 ,45.0
4696,1106330,900015105,Sharla Sobie,Sales Representative,6/13/2020,Retail,Individual,1555,Alano Fairpo,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,2,$26.00 ,52.0
4697,1106451,900015105,Sharla Sobie,Sales Representative,7/1/2020,Retail,Individual,2532,Toinette Plitz,Gift Basket,GB303,Scented Olive Oil Lotion Gift Basket,4,$27.00 ,108.0
4698,1106468,900015105,Sharla Sobie,Sales Representative,7/3/2020,Retail,Individual,1786,Minny Possek,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,2,$45.00 ,90.0
4699,1106469,900015105,Sharla Sobie,Sales Representative,7/3/2020,Retail,Individual,3613,Monte Scutter,Bath products,BP502,Vanilla and Olive Oil Candle,3,$6.99 ,20.97
4700,1106530,900015105,Sharla Sobie,Sales Representative,7/10/2020,Retail,Individual,3518,Rosita Baswall,Olive Oil,OO308,Basil Extra Virgin Olive Oil,2,$26.00 ,52.0
4701,1106546,900015105,Sharla Sobie,Sales Representative,7/12/2020,Retail,Individual,3927,Adel Duberry,Gift Basket,GB105,Chili EVOO Gift Basket,1,$75.00 ,75.0
4702,1106561,900015105,Sharla Sobie,Sales Representative,7/14/2020,Retail,Individual,2669,Zonda Aikman,Bath products,BP101,Lavender and Olive Bath Salts,1,$8.50 ,8.5
4703,1106569,900015105,Sharla Sobie,Sales Representative,7/15/2020,Retail,Individual,1795,Noby Goolden,Bath products,BP105,Lavender and Olive Oil Lotion,4,$9.99 ,39.96
4704,1106632,900015105,Sharla Sobie,Sales Representative,7/22/2020,Retail,Individual,1193,Fairfax Manifould,Bath products,BP101,Lavender and Olive Bath Salts,1,$8.50 ,8.5
4705,1106656,900015105,Sharla Sobie,Sales Representative,7/26/2020,Retail,Individual,4125,Robbert Jachtym,Gift Basket,GB104,Garlic EVOO Gift Basket,3,$75.00 ,225.0
4706,1106685,900015105,Sharla Sobie,Sales Representative,7/29/2020,Wholesale,Business,3627,Hansen LLC,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,14,$234.00 ,3276.0
4707,1106686,900015105,Sharla Sobie,Sales Representative,7/29/2020,Retail,Individual,3569,Jock Crat,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,4,$26.00 ,104.0
4708,1106689,900015105,Sharla Sobie,Sales Representative,7/30/2020,Retail,Individual,2899,Misti Vose,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,4,$234.00 ,936.0
4709,1106713,900015105,Sharla Sobie,Sales Representative,8/2/2020,Retail,Individual,3610,Townsend Enoch,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,4,$24.50 ,98.0
4710,1106732,900015105,Sharla Sobie,Sales Representative,8/5/2020,Retail,Individual,3719,Laurianne Tippetts,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,4,$234.00 ,936.0
4711,1106731,900015105,Sharla Sobie,Sales Representative,8/5/2020,Retail,Individual,1899,Adeline McKall,Bath products,BP303,Mandarin and Olive Oil Bar Soap,1,$5.99 ,5.99
4712,1106794,900015105,Sharla Sobie,Sales Representative,8/13/2020,Retail,Individual,2992,Talbot Piscopo,Olive Oil,OO301,Extra Virgin Olive Oil - Bold,1,$24.50 ,24.5
4713,1106845,900015105,Sharla Sobie,Sales Representative,8/20/2020,Retail,Individual,3719,Laurianne Tippetts,Olive Oil,OO203,Garlic Extra Virgin Olive Oil 2pk,2,$45.00 ,90.0
4714,1106939,900015105,Sharla Sobie,Sales Representative,9/3/2020,Retail,Individual,1504,Cherilyn Chimenti,Bath products,BP503,Vanilla and Olive Oil Bar Soap,4,$5.99 ,23.96
4715,1106987,900015105,Sharla Sobie,Sales Representative,9/9/2020,Retail,Individual,3531,Letti Fitzsimons,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,4,$234.00 ,936.0
